an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,RFU3001,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,IND0102,RFU3002,RFU3003,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500
2023,2023,25213,Lévis,V,154091,100 000 et plus,AR251,Hors MRC - Lévis,12,Chaudière-Appalaches,CM235,Communauté métropolitaine de Québec,23195655467.820000,,784837251.000000,,0.794700,,0.157600,,0.012200,,0.035500,,,314881.000000,247098.000000,413219.000000,,78.000000,56134.000000,,22135201704.000000,,17590920732.000000,,3488524479.000000,,270919242.000000
2023,2023,26005,Frampton,M,1366,1 @ 1 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,227071951.080000,,9661842.000000,,0.479400,,0.175300,,0.302500,,0.042700,,,174592.000000,153669.000000,175345.000000,,101.000000,1295.000000,,226061886.000000,,108376836.000000,,39631188.000000,,68392020.000000
2023,2023,26010,Saints-Anges,M,1246,1 @ 1 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,170062382.600000,,4001500.000000,,0.566000,,0.110400,,0.299900,,0.023700,,,199805.000000,178272.000000,190226.000000,,109.000000,894.000000,,168747018.000000,,95509498.000000,,18626638.000000,,50609382.000000
2023,2023,26015,Vallée-Jonction,M,1906,1 @ 1 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,211995239.400000,,4442340.000000,,0.711000,,0.186500,,0.081200,,0.021300,,,190091.000000,162092.000000,195748.000000,,113.000000,1083.000000,,208772760.000000,,148445115.000000,,38933160.000000,,16952145.000000
2023,2023,26022,Saint-Elzéar,M,2699,2 000 @ 9 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,363087213.840000,,11447880.000000,,0.616100,,0.085800,,0.266200,,0.031800,,,241511.000000,213521.000000,239820.000000,,87.000000,1514.000000,,359590188.600000,,221557632.000000,,30844056.600000,,95740620.000000
2023,2023,26030,Sainte-Marie,V,13550,10 000 @ 24 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,1770754805.120000,,30870112.000000,,0.726500,,0.186800,,0.068700,,0.018000,,,251670.000000,206489.000000,311424.000000,,75.000000,5686.000000,,1717873360.000000,,1248035040.000000,,320927040.000000,,118041168.000000
2023,2023,26035,Sainte-Marguerite,P,1262,1 @ 1 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,197089884.000000,,4194800.000000,,0.534300,,0.050400,,0.393900,,0.021400,,,213742.000000,179427.000000,223205.000000,,128.000000,883.000000,,195938100.000000,,104697100.000000,,9866500.000000,,77179700.000000
2023,2023,26040,Sainte-Hénédine,P,1452,1 @ 1 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,199437864.000000,,1713100.000000,,0.566600,,0.043000,,0.381500,,0.008800,,,208414.000000,190415.000000,268062.000000,,154.000000,744.000000,,193793400.000000,,109798000.000000,,8341400.000000,,73940900.000000
2023,2023,26048,Scott,M,2709,2 000 @ 9 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,352242204.000000,,10584100.000000,,0.731800,,0.142200,,0.095600,,0.030300,,,247155.000000,212605.000000,239784.000000,,87.000000,1469.000000,,348787600.000000,,255246300.000000,,49604400.000000,,33352800.000000
2023,2023,26055,Saint-Bernard,M,2700,2 000 @ 9 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,401813308.000000,,4276500.000000,,0.515200,,0.063200,,0.410900,,0.010700,,,225207.000000,199474.000000,281382.000000,,102.000000,1428.000000,,398356000.000000,,205216600.000000,,25190500.000000,,163672400.000000
2023,2023,26063,Saint-Isidore,M,3313,2 000 @ 9 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,529101648.000000,,8362500.000000,,0.571900,,0.079900,,0.332200,,0.016000,,,248131.000000,219775.000000,293945.000000,,107.000000,1800.000000,,522812700.000000,,298988600.000000,,41794200.000000,,173667400.000000
2023,2023,26070,Saint-Lambert-de-Lauzon,M,7004,2 000 @ 9 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,925805958.880000,,26792984.000000,,0.777000,,0.099600,,0.094200,,0.029200,,,285973.000000,260610.000000,278522.000000,,101.000000,3324.000000,,916855268.000000,,712352860.000000,,91343910.000000,,86365514.000000
2023,2023,27008,Saint-Victor,M,2371,2 000 @ 9 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,327142926.000000,,4304800.000000,,0.618400,,0.130500,,0.237700,,0.013300,,,184841.000000,170085.000000,188773.000000,,69.000000,1733.000000,,323418600.000000,,200003500.000000,,42221300.000000,,76889000.000000
2023,2023,27015,Saint-Alfred,M,545,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,93504410.000000,,5317585.000000,,0.585700,,0.134900,,0.222500,,0.056900,,,226109.000000,220151.000000,181210.000000,,104.000000,516.000000,,93504410.000000,,54768820.000000,,12612680.000000,,20805325.000000
2023,2023,27028,Beauceville,V,6321,2 000 @ 9 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,701648960.000000,,10204200.000000,,0.669300,,0.228500,,0.086500,,0.015700,,,183165.000000,148281.000000,198206.000000,,72.000000,3540.000000,,648527600.000000,,434047000.000000,,148165100.000000,,56111300.000000
2023,2023,27035,Saint-Odilon-de-Cranbourne,M,1367,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,174378519.960000,,3783888.000000,,0.440300,,0.162800,,0.375000,,0.021900,,,146310.000000,128088.000000,184528.000000,,106.000000,945.000000,,172690848.000000,,76032642.000000,,28108866.000000,,64765452.000000
2023,2023,27043,Saint-Joseph-de-Beauce,V,4989,2 000 @ 9 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,551542463.780000,,4120256.000000,,0.700700,,0.182300,,0.109000,,0.008000,,,195625.000000,160423.000000,226227.000000,,82.000000,2438.000000,,517549445.000000,,362669041.000000,,94372117.000000,,56388031.000000
2023,2023,27050,Saint-Joseph-des-Érables,M,423,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,56633616.000000,,79456.000000,,0.321600,,0.081300,,0.595700,,0.001400,,,156637.000000,143665.000000,201543.000000,,116.000000,281.000000,,56539392.000000,,18183568.000000,,4597320.000000,,33679048.000000
2023,2023,27055,Saint-Jules,P,530,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,71868700.000000,,109000.000000,,0.317900,,0.155200,,0.525400,,0.001500,,,129553.000000,116172.000000,164459.000000,,95.000000,437.000000,,71779100.000000,,22815000.000000,,11138800.000000,,37716300.000000
2023,2023,27060,Tring-Jonction,VL,1467,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,128516064.480000,,2570508.000000,,0.747700,,0.142600,,0.089400,,0.020300,,,164213.000000,140123.000000,155400.000000,,89.000000,827.000000,,126845676.000000,,94840308.000000,,18093564.000000,,11341296.000000
2023,2023,27065,Saint-Frédéric,P,1115,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,133636865.600000,,1303344.000000,,0.494700,,0.163000,,0.332500,,0.009900,,,158729.000000,135991.000000,174917.000000,,101.000000,764.000000,,132285104.000000,,65435104.000000,,21561568.000000,,43985088.000000
2023,2023,27070,Saint-Séverin,P,282,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,63641258.600000,,918984.000000,,0.353100,,0.291400,,0.341000,,0.014400,,,142148.000000,122896.000000,144639.000000,,83.000000,440.000000,,63637872.000000,,22472982.000000,,18547004.000000,,21698902.000000
2023,2023,28005,Saint-Zacharie,M,1680,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,168285346.340000,,947428.000000,,0.557200,,0.191500,,0.245600,,0.005700,,,108219.000000,91992.000000,116380.000000,,67.000000,1446.000000,,165932553.000000,,92462193.000000,,31771756.000000,,40751176.000000
2023,2023,28015,Sainte-Aurélie,M,852,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,135592068.240000,,4056984.000000,,0.653000,,0.153900,,0.163000,,0.030100,,,161971.000000,137571.000000,140802.000000,,81.000000,963.000000,,134719152.000000,,87966164.000000,,20737088.000000,,21958916.000000
2023,2023,28020,Saint-Prosper,M,3676,2 000 @ 9 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,326999343.000000,,4002460.000000,,0.731800,,0.159400,,0.095800,,0.013000,,,155427.000000,129599.000000,157438.000000,,57.000000,2077.000000,,308441320.000000,,225720770.000000,,49159110.000000,,29558980.000000
2023,2023,28025,Saint-Benjamin,M,1096,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,125545360.000000,,2424700.000000,,0.605100,,0.188400,,0.187100,,0.019400,,,163948.000000,142478.000000,139186.000000,,80.000000,902.000000,,124790700.000000,,75514100.000000,,23505800.000000,,23346100.000000
2023,2023,28030,Sainte-Rose-de-Watford,M,761,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,93561079.080000,,513228.000000,,0.597800,,0.218400,,0.178200,,0.005600,,,141518.000000,127709.000000,138404.000000,,80.000000,676.000000,,92350032.000000,,55211226.000000,,20165346.000000,,16460232.000000
2023,2023,28035,Saint-Louis-de-Gonzague,M,379,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,60648457.780000,,1245229.000000,,0.313300,,0.338900,,0.327200,,0.020500,,,99678.000000,81516.000000,120814.000000,,69.000000,502.000000,,60646056.000000,,19000221.000000,,20555217.000000,,19845389.000000
2023,2023,28040,Saint-Cyprien,P,505,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,56295994.320000,,185259.000000,,0.504900,,0.269100,,0.222700,,0.003300,,,95969.000000,85248.000000,107847.000000,,62.000000,522.000000,,55531080.000000,,28040376.000000,,14940933.000000,,12364512.000000
2023,2023,28045,Sainte-Justine,M,1841,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,163726378.200000,,638820.000000,,0.664500,,0.231100,,0.100400,,0.004100,,,143146.000000,117987.000000,148572.000000,,85.000000,1102.000000,,157626945.000000,,104738130.000000,,36430485.000000,,15819510.000000
2023,2023,28053,Lac-Etchemin,M,3959,2 000 @ 9 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,537490662.000000,,11382200.000000,,0.733000,,0.185200,,0.059400,,0.022400,,,205361.000000,113511.000000,199366.000000,,73.000000,2696.000000,,508504400.000000,,372729300.000000,,94176500.000000,,30216400.000000
2023,2023,28060,Saint-Luc-de-Bellechasse,M,451,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,82076438.000000,,957985.000000,,0.440900,,0.473200,,0.074200,,0.011700,,,122343.000000,107128.000000,111517.000000,,64.000000,736.000000,,82076438.000000,,36188805.000000,,38842176.000000,,6087472.000000
2023,2023,28065,Sainte-Sabine,P,359,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,48237296.000000,,490609.000000,,0.443800,,0.344000,,0.202000,,0.010200,,,93557.000000,88822.000000,101766.000000,,59.000000,474.000000,,48183123.000000,,21382748.000000,,16575521.000000,,9734245.000000
2023,2023,28070,Saint-Camille-de-Lellis,P,751,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,85027980.980000,,339862.000000,,0.437700,,0.355000,,0.203300,,0.004100,,,91035.000000,79121.000000,102074.000000,,59.000000,833.000000,,83215505.000000,,36423658.000000,,29538346.000000,,16913639.000000
2023,2023,28075,Saint-Magloire,M,688,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,103408693.200000,,1175472.000000,,0.452100,,0.402200,,0.134200,,0.011500,,,109137.000000,92643.000000,108395.000000,,62.000000,954.000000,,101828340.000000,,46036188.000000,,40952520.000000,,13664160.000000
2023,2023,29005,Saint-Théophile,M,678,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,138891042.000000,,5397700.000000,,0.299500,,0.424300,,0.235500,,0.040800,,,107384.000000,104200.000000,178753.000000,,103.000000,777.000000,,132388600.000000,,39645000.000000,,56171900.000000,,31174000.000000
2023,2023,29013,Saint-Gédéon-de-Beauce,M,2184,2 000 @ 9 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,216881023.800000,,3232320.000000,,0.566200,,0.276200,,0.142500,,0.015000,,,141093.000000,125543.000000,181036.000000,,66.000000,1198.000000,,214807845.000000,,121630845.000000,,59326470.000000,,30618210.000000
2023,2023,29020,Saint-Hilaire-de-Dorset,P,99,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,53146215.000000,,136505.000000,,0.078100,,0.614700,,0.304600,,0.002600,,,115049.000000,97285.000000,428599.000000,,246.000000,124.000000,,53146215.000000,,4151500.000000,,32668740.000000,,16189470.000000
2023,2023,29025,Saint-Évariste-de-Forsyth,M,593,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,119235390.120000,,499158.000000,,0.354100,,0.277500,,0.364200,,0.004200,,,163634.000000,152171.000000,210292.000000,,121.000000,567.000000,,118909791.000000,,42110541.000000,,32993730.000000,,43306362.000000
2023,2023,29030,La Guadeloupe,VL,1781,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,165299062.000000,,1596000.000000,,0.645000,,0.234600,,0.110500,,0.009900,,,162761.000000,118911.000000,198438.000000,,114.000000,833.000000,,160407000.000000,,103456700.000000,,37627000.000000,,17727300.000000
2023,2023,29038,Saint-Honoré-de-Shenley,M,1523,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,233789004.000000,,1102400.000000,,0.378800,,0.182400,,0.434000,,0.004700,,,156600.000000,140306.000000,238560.000000,,137.000000,980.000000,,232388900.000000,,88035100.000000,,42386400.000000,,100865000.000000
2023,2023,29045,Saint-Martin,P,2580,2 000 @ 9 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,226158598.320000,,2181372.000000,,0.613700,,0.227300,,0.148700,,0.010300,,,127581.000000,110445.000000,154903.000000,,56.000000,1460.000000,,211916016.000000,,130045716.000000,,48171132.000000,,31517796.000000
2023,2023,29050,Saint-René,P,894,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,117501375.000000,,2768875.000000,,0.672300,,0.241600,,0.062500,,0.023600,,,236640.000000,221816.000000,171786.000000,,99.000000,684.000000,,117501375.000000,,78996375.000000,,28394125.000000,,7342000.000000
2023,2023,29057,Saint-Côme-Linière,M,3343,2 000 @ 9 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,316887082.540000,,4003993.000000,,0.669400,,0.211600,,0.106200,,0.012800,,,162702.000000,142253.000000,158761.000000,,58.000000,1996.000000,,313185271.000000,,209655747.000000,,66272290.000000,,33253241.000000
2023,2023,29065,Saint-Philibert,M,348,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,56624955.000000,,103005.000000,,0.323500,,0.288600,,0.386100,,0.001800,,,149627.000000,143789.000000,180910.000000,,104.000000,313.000000,,56576450.000000,,18300991.000000,,16325802.000000,,21846652.000000
2023,2023,29073,Saint-Georges,V,33704,25 000 @ 99 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,3943266673.500000,,82964080.500000,,0.732900,,0.218300,,0.026300,,0.022500,,,213710.000000,165655.000000,282509.000000,,56.000000,13958.000000,,3692740495.500000,,2706335310.000000,,806243970.000000,,97197135.000000
2023,2023,29095,Lac-Poulin,VL,149,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,73177000.000000,,1710600.000000,,0.968700,,0.004800,,0.003100,,0.023400,,,556567.000000,438093.000000,365885.000000,,210.000000,200.000000,,73177000.000000,,70885300.000000,,352400.000000,,228700.000000
2023,2023,29100,Saint-Benoît-Labre,M,1680,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,258915736.000000,,2206600.000000,,0.546300,,0.186800,,0.258300,,0.008600,,,199903.000000,183638.000000,212400.000000,,122.000000,1219.000000,,257850600.000000,,140876300.000000,,48175200.000000,,66592500.000000
2023,2023,29112,Saint-Éphrem-de-Beauce,M,2420,2 000 @ 9 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,298632126.000000,,2713600.000000,,0.506900,,0.157600,,0.326400,,0.009200,,,183576.000000,149655.000000,221702.000000,,81.000000,1347.000000,,295779700.000000,,149921900.000000,,46601500.000000,,96542700.000000
2023,2023,29120,Notre-Dame-des-Pins,P,1777,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,195578315.520000,,2774912.000000,,0.809300,,0.143300,,0.032800,,0.014600,,,207609.000000,185018.000000,217068.000000,,125.000000,901.000000,,190058064.000000,,153817664.000000,,27232800.000000,,6232688.000000
2023,2023,29125,Saint-Simon-les-Mines,M,619,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,73401544.000000,,1912838.000000,,0.625600,,0.191500,,0.156800,,0.026100,,,213175.000000,195476.000000,150105.000000,,86.000000,489.000000,,73401544.000000,,45917750.000000,,14059158.000000,,11511798.000000
2023,2023,30005,Saint-Augustin-de-Woburn,P,683,1 @ 1 999,AR300,Le Granit,05,Estrie,,,120982379.160000,,4910778.000000,,0.456700,,0.225400,,0.276700,,0.041200,,,173519.000000,143250.000000,173825.000000,,100.000000,696.000000,,119066160.000000,,54375606.000000,,26833320.000000,,32946456.000000
2023,2023,30010,Notre-Dame-des-Bois,M,1069,1 @ 1 999,AR300,Le Granit,05,Estrie,,,203692817.720000,,22043692.000000,,0.619000,,0.142700,,0.129500,,0.108800,,,150094.000000,125621.000000,106367.000000,,61.000000,1915.000000,,202611256.000000,,125420148.000000,,28909242.000000,,26238174.000000
2023,2023,30015,Val-Racine,M,172,1 @ 1 999,AR300,Le Granit,05,Estrie,,,53652368.000000,,2916704.000000,,0.571300,,0.245300,,0.129100,,0.054400,,,188921.000000,173472.000000,148622.000000,,85.000000,361.000000,,53634672.000000,,30640288.000000,,13156080.000000,,6921600.000000
2023,2023,30020,Piopolis,M,365,1 @ 1 999,AR300,Le Granit,05,Estrie,,,129496800.000000,,8121400.000000,,0.748300,,0.079100,,0.109900,,0.062700,,,290603.000000,288373.000000,251939.000000,,145.000000,514.000000,,129496800.000000,,96902500.000000,,10246400.000000,,14226500.000000
2023,2023,30025,Frontenac,M,1786,1 @ 1 999,AR300,Le Granit,05,Estrie,,,328382976.000000,,9449300.000000,,0.766900,,0.088200,,0.116100,,0.028800,,,261932.000000,257901.000000,252602.000000,,145.000000,1300.000000,,328381500.000000,,251833900.000000,,28964400.000000,,38133900.000000
2023,2023,30030,Lac-Mégantic,V,5646,2 000 @ 9 999,AR300,Le Granit,05,Estrie,,,715196611.920000,,11531568.000000,,0.700300,,0.277200,,0.005100,,0.017400,,,205826.000000,146140.000000,279592.000000,,102.000000,2558.000000,,661269069.000000,,463070244.000000,,183318942.000000,,3348315.000000
2023,2023,30035,Marston,CT,776,1 @ 1 999,AR300,Le Granit,05,Estrie,,,151066800.000000,,9308300.000000,,0.792600,,0.076700,,0.069000,,0.061600,,,269707.000000,256115.000000,210693.000000,,121.000000,717.000000,,151066800.000000,,119740900.000000,,11586900.000000,,10430700.000000
2023,2023,30040,Milan,M,326,1 @ 1 999,AR300,Le Granit,05,Estrie,,,82020300.000000,,533485.000000,,0.442100,,0.215300,,0.336000,,0.006500,,,167330.000000,150960.000000,179084.000000,,103.000000,458.000000,,82020300.000000,,36262835.000000,,17661815.000000,,27562165.000000
2023,2023,30045,Nantes,M,1470,1 @ 1 999,AR300,Le Granit,05,Estrie,,,178946048.920000,,5891622.000000,,0.620700,,0.140400,,0.205700,,0.033100,,,179971.000000,154279.000000,155335.000000,,89.000000,1152.000000,,178007720.000000,,110497796.000000,,24993462.000000,,36624840.000000
2023,2023,30050,Sainte-Cécile-de-Whitton,M,905,1 @ 1 999,AR300,Le Granit,05,Estrie,,,143719736.600000,,2877875.000000,,0.574900,,0.155400,,0.249600,,0.020100,,,170682.000000,160924.000000,160940.000000,,93.000000,893.000000,,142851045.000000,,82119085.000000,,22203970.000000,,35650115.000000
2023,2023,30055,Audet,M,771,1 @ 1 999,AR300,Le Granit,05,Estrie,,,97098124.480000,,748608.000000,,0.423700,,0.136000,,0.432500,,0.007800,,,147418.000000,132321.000000,191515.000000,,110.000000,507.000000,,96308576.000000,,40808992.000000,,13093920.000000,,41657056.000000
2023,2023,30070,Saint-Robert-Bellarmin,M,533,1 @ 1 999,AR300,Le Granit,05,Estrie,,,82170021.240000,,202464.000000,,0.346900,,0.264300,,0.386400,,0.002500,,,110321.000000,100048.000000,161752.000000,,93.000000,508.000000,,81192738.000000,,28163244.000000,,21457422.000000,,31369608.000000
2023,2023,30072,Saint-Ludger,M,1050,1 @ 1 999,AR300,Le Granit,05,Estrie,,,139999868.400000,,820295.000000,,0.424500,,0.104400,,0.465200,,0.005900,,,128400.000000,107279.000000,162601.000000,,94.000000,861.000000,,139223025.000000,,59096315.000000,,14535540.000000,,64770875.000000
2023,2023,30080,Lac-Drolet,M,1087,1 @ 1 999,AR300,Le Granit,05,Estrie,,,173318675.360000,,4581100.000000,,0.576300,,0.150600,,0.246500,,0.026600,,,181035.000000,155830.000000,189834.000000,,109.000000,913.000000,,172258754.000000,,99270668.000000,,25940860.000000,,42466126.000000
2023,2023,30085,Saint-Sébastien,M,686,1 @ 1 999,AR300,Le Granit,05,Estrie,,,100430892.000000,,479000.000000,,0.443200,,0.182600,,0.369500,,0.004800,,,146644.000000,129394.000000,198089.000000,,114.000000,507.000000,,99577600.000000,,44130600.000000,,18178900.000000,,36789100.000000
2023,2023,30090,Courcelles,M,811,1 @ 1 999,AR300,Le Granit,05,Estrie,,,95954948.000000,,771900.000000,,0.480500,,0.138600,,0.372800,,0.008100,,,115480.000000,105501.000000,153774.000000,,88.000000,624.000000,,95039500.000000,,45663200.000000,,13169100.000000,,35435300.000000
2023,2023,30095,Lambton,M,1695,1 @ 1 999,AR300,Le Granit,05,Estrie,,,412355583.720000,,14321155.000000,,0.749600,,0.059700,,0.155700,,0.035000,,,252719.000000,246881.000000,234293.000000,,135.000000,1760.000000,,408736673.000000,,306384071.000000,,24409019.000000,,63622428.000000
2023,2023,30100,Saint-Romain,M,707,1 @ 1 999,AR300,Le Granit,05,Estrie,,,162310046.720000,,4483456.000000,,0.639000,,0.131700,,0.201300,,0.028000,,,208027.000000,201484.000000,185497.000000,,107.000000,875.000000,,159978880.000000,,102231296.000000,,21061376.000000,,32202752.000000
2023,2023,30105,Stornoway,M,533,1 @ 1 999,AR300,Le Granit,05,Estrie,,,100142842.000000,,908600.000000,,0.386000,,0.158500,,0.446300,,0.009200,,,154131.000000,145052.000000,180438.000000,,104.000000,555.000000,,98666800.000000,,38084900.000000,,15635100.000000,,44038200.000000
2023,2023,30110,Stratford,CT,996,1 @ 1 999,AR300,Le Granit,05,Estrie,,,433416042.000000,,21938500.000000,,0.851700,,0.041800,,0.055800,,0.050800,,,350681.000000,343361.000000,261094.000000,,150.000000,1660.000000,,432283300.000000,,368157500.000000,,18048100.000000,,24139200.000000
2023,2023,31008,Beaulac-Garthby,M,1026,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,294509080.560000,,19435101.000000,,0.793400,,0.068700,,0.071400,,0.066500,,,264402.000000,263553.000000,203250.000000,,117.000000,1449.000000,,292472457.000000,,232058376.000000,,20083008.000000,,20895972.000000
2023,2023,31015,Disraeli,V,2371,2 000 @ 9 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,208524955.520000,,3362352.000000,,0.819700,,0.160600,,0.002100,,0.017600,,,149557.000000,121717.000000,178226.000000,,65.000000,1170.000000,,190598240.000000,,156238096.000000,,30607024.000000,,390768.000000
2023,2023,31020,Disraeli,P,1151,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,259381521.000000,,10781113.000000,,0.765200,,0.077100,,0.116100,,0.041600,,,274407.000000,257561.000000,223412.000000,,128.000000,1161.000000,,259247856.000000,,198370830.000000,,19987506.000000,,30108407.000000
2023,2023,31025,Saint-Jacques-le-Majeur-de-Wolfestown,P,191,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,54483403.260000,,406182.000000,,0.552800,,0.191100,,0.248700,,0.007400,,,230869.000000,212071.000000,216204.000000,,124.000000,252.000000,,54727752.000000,,30253206.000000,,10457790.000000,,13610574.000000
2023,2023,31030,Saint-Fortunat,M,284,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,55839813.180000,,342102.000000,,0.282300,,0.135700,,0.575900,,0.006000,,,144655.000000,129654.000000,188013.000000,,108.000000,297.000000,,56715006.000000,,16009752.000000,,7698849.000000,,32664303.000000
2023,2023,31035,Saint-Julien,M,394,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,81929223.900000,,1803195.000000,,0.411000,,0.100200,,0.466900,,0.021800,,,218015.000000,187748.000000,209003.000000,,120.000000,392.000000,,82577475.000000,,33943050.000000,,8273745.000000,,38557485.000000
2023,2023,31040,Irlande,M,889,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,122687124.000000,,700132.000000,,0.481900,,0.096900,,0.415500,,0.005700,,,174560.000000,150496.000000,186172.000000,,107.000000,659.000000,,122687124.000000,,59125400.000000,,11889316.000000,,50972276.000000
2023,2023,31045,Saint-Joseph-de-Coleraine,M,1840,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,310725657.880000,,8206937.000000,,0.865100,,0.082000,,0.026400,,0.026500,,,259660.000000,224267.000000,207150.000000,,119.000000,1500.000000,,309263577.000000,,267533539.000000,,25346755.000000,,8176346.000000
2023,2023,31050,Sainte-Praxède,P,351,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,174850789.650000,,12695009.000000,,0.651300,,0.123600,,0.152000,,0.073200,,,348347.000000,361687.000000,273632.000000,,157.000000,639.000000,,173459212.000000,,112966273.000000,,21435051.000000,,26362879.000000
2023,2023,31056,Adstock,M,3073,2 000 @ 9 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,651167380.500000,,12339075.000000,,0.747100,,0.088700,,0.145000,,0.019100,,,299785.000000,252536.000000,223846.000000,,81.000000,2909.000000,,646676625.000000,,483164010.000000,,57380505.000000,,93793035.000000
2023,2023,31060,Sainte-Clotilde-de-Beauce,M,597,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,83882398.800000,,374003.000000,,0.437400,,0.203900,,0.354200,,0.004500,,,155516.000000,128959.000000,191512.000000,,110.000000,438.000000,,83323283.000000,,36448072.000000,,16986382.000000,,29514826.000000
2023,2023,31084,Thetford Mines,V,25884,25 000 @ 99 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,2508127328.880000,,29226864.000000,,0.737600,,0.220300,,0.029400,,0.012700,,,164361.000000,125291.000000,216816.000000,,43.000000,11568.000000,,2300995950.000000,,1697179788.000000,,506899290.000000,,67690008.000000
2023,2023,31095,Saint-Adrien-d'Irlande,M,403,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,62139717.840000,,421668.000000,,0.442600,,0.050600,,0.500000,,0.006800,,,179838.000000,157217.000000,188302.000000,,108.000000,330.000000,,62139216.000000,,27504606.000000,,3145272.000000,,31067670.000000
